chr	windowStart	windowEnd	D	f_d	f_dM	d_f
chr10	28027855	28047343	0.118480	0.048828	0.039261	0.020935
chr10	28040689	28062041	0.150635	0.046552	0.039020	0.019410
chr10	28047987	28068282	-0.044152	-0.009454	-0.006911	-0.002926
chr10	28062302	28076741	-0.145625	-0.068069	-0.037120	-0.010441
chr10	28068386	28089511	0.199956	0.082169	0.052561	0.016833
chr10	28076949	28098543	0.148128	0.097729	0.071705	0.029072
chr10	28089517	28103628	0.207689	0.154186	0.125627	0.054346
chr10	28098722	28112614	0.254400	0.112506	0.089761	0.040499
chr10	28103667	28124277	-0.056939	-0.036032	-0.024734	-0.007461
chr10	28112714	28134590	0.016100	0.009722	0.007552	0.002956
chr10	28124293	28145605	0.172139	0.037623	0.031124	0.013063
chr10	28134987	28153174	0.298929	0.062851	0.052141	0.029612
chr10	28145884	28158196	0.149448	0.048349	0.036148	0.021506
chr10	28153180	28168395	0.045472	0.022468	0.014688	0.006244
chr10	28158416	28178035	0.136572	0.067972	0.046197	0.025776
chr10	28169954	28187084	0.251221	0.138709	0.096096	0.065848
chr10	28178303	28193040	0.187981	0.094247	0.062646	0.035614
chr10	28187258	28203633	-0.041448	-0.018692	-0.010216	-0.005057
chr10	28193080	28217777	0.164371	0.094400	0.058145	0.026349
chr10	28204298	28225535	0.254751	0.184662	0.137725	0.083136
chr10	28217812	28232198	0.342216	0.290161	0.212096	0.133141
chr10	28225624	28242291	0.353622	0.272990	0.166883	0.105924
chr10	28232408	28259641	0.380688	0.180329	0.106212	0.063025
chr10	28242509	28280895	0.632006	0.155858	0.119384	0.104428
chr10	28261706	28302534	0.612452	0.142931	0.116138	0.161699
chr10	28280896	28437600	0.318224	0.139089	0.093043	0.117180
chr10	28302875	28613984	0.234792	0.190361	0.094415	0.076887
chr10	28486771	28624508	0.212400	0.277170	0.118770	0.058962
chr10	28614838	28738357	0.150598	0.148808	0.099636	0.047853
chr10	28642532	28750931	0.234361	0.152212	0.123965	0.072310
chr10	28738769	28773559	0.229495	0.148728	0.114253	0.053368
chr10	28751278	28787793	0.175589	0.120376	0.095883	0.038062
chr10	28774475	28809933	0.176864	0.132671	0.118051	0.063836
chr10	28787815	28819308	0.118317	0.100635	0.079611	0.039330
chr10	28809960	28826731	0.070978	0.067477	0.048206	0.025116
chr10	28820598	28858633	0.068141	0.080454	0.058853	0.019000
chr10	28826736	28872084	-0.015180	-0.017176	-0.011387	-0.002679
chr10	28859667	28879609	0.042096	0.038177	0.023915	0.006465
chr10	28873821	28899261	0.084993	0.058914	0.035341	0.010048
chr10	28880176	28920528	0.119398	0.056492	0.035954	0.013272
chr10	28899298	28977579	0.388377	0.215967	0.165917	0.109421
chr10	28968649	28989568	0.564244	0.274706	0.220808	0.233574
chr10	28977677	29008141	0.707042	0.291397	0.219823	0.242833
chr10	28989969	29017567	0.752025	0.303708	0.220054	0.231911
chr10	29008357	29041113	0.603752	0.229156	0.176876	0.146671
chr10	29018003	29050628	0.207639	0.114878	0.084356	0.046576
chr10	29041389	29062491	-0.016207	-0.023432	-0.009199	-0.004123
chr10	29051292	29073797	-0.072634	-0.088208	-0.032533	-0.013778
chr10	29063211	29095760	0.046290	0.060557	0.029264	0.012615
chr10	29074209	29110454	0.026776	0.040853	0.022224	0.010550
chr10	29098104	29205083	0.014578	0.010968	0.008192	0.004309
chr10	29146512	29247267	0.112481	0.038093	0.033961	0.018786
chr10	29205359	29316448	0.042645	0.004351	0.004185	0.005235
chr10	29247715	29352796	0.019035	0.001647	0.001581	0.003316
chr10	29316627	29359668	0.080061	0.014912	0.013829	0.021980
chr10	29352855	29371150	0.204088	0.092551	0.066083	0.032436
chr10	29360972	29379824	0.227583	0.096645	0.068624	0.040812
chr10	29371231	29390606	0.211418	0.075622	0.058089	0.037822
chr10	29380134	29399647	0.303409	0.075497	0.059464	0.038583
chr10	29390810	29407530	0.314448	0.092895	0.070436	0.045671
chr10	29399718	29422747	0.387997	0.153765	0.107672	0.055372
chr10	29407917	29428271	0.425499	0.151957	0.116201	0.070372
chr10	29422811	29442710	0.469718	0.146662	0.106942	0.066300
chr10	29428274	29511447	0.300112	0.136893	0.103475	0.064548
chr10	29443347	29598381	0.094972	0.014063	0.013110	0.033886
chr10	29511521	29665052	0.092579	0.009409	0.008427	0.017041
chr10	29598747	29695360	0.094270	0.013142	0.011236	0.010369
chr10	29665229	29715382	-0.027478	-0.005396	-0.004930	-0.004767
chr10	29695368	29734050	0.044823	0.009704	0.008521	0.007170
chr10	29715491	29757827	0.259283	0.055076	0.049193	0.042169
chr10	29734658	29794473	0.221565	0.038001	0.035355	0.045563
chr10	29757855	29811753	0.328451	0.030154	0.027881	0.026451
chr10	29795300	29828124	0.617092	0.056536	0.048869	0.031893
chr10	29811908	29873734	0.368392	0.052233	0.045308	0.045453
chr10	29829386	29919814	0.342412	0.040435	0.037328	0.128810
chr10	29876306	29945642	0.271236	0.032214	0.029392	0.114588
chr10	29919816	29970913	0.291321	0.029860	0.027802	0.113438
chr10	29946477	29998609	0.482071	0.034703	0.032902	0.117308
chr10	29971541	30056909	0.408456	0.033137	0.030312	0.117373
chr10	29998819	30103953	0.332383	0.030355	0.028230	0.194904
chr11	269104	1381519	0.012963	0.000721	0.000704	0.002310
chr11	801029	1677091	-0.059087	-0.008872	-0.008247	-0.011053
chr11	1381552	1695124	-0.018912	-0.008366	-0.007268	-0.001376
chr11	1684411	2072268	-0.014240	-0.005113	-0.004629	-0.002896
chr11	1695132	2101561	-0.044727	-0.022872	-0.020729	-0.016689
chr11	2075543	2144687	0.019245	0.014411	0.013265	0.011426
chr11	2101570	2162584	0.007164	0.003765	0.003080	0.006712
chr11	2144798	2168725	-0.078898	-0.045237	-0.031777	-0.020867
chr11	2162706	2176207	0.005573	0.004054	0.003062	0.002037
chr11	2168727	2180805	0.047593	0.025360	0.021578	0.010209
chr11	2176208	2194123	0.048242	0.024088	0.021418	0.011554
chr11	2180844	2206015	-0.051489	-0.110307	-0.062768	-0.022365
chr11	2194395	2208157	-0.067475	-0.402478	-0.145800	-0.042525
chr11	2206053	2223966	-0.013210	-0.067761	-0.027639	-0.017407
chr11	2222309	2231662	0.035118	0.147488	0.070575	0.013517
chr11	2224035	2261962	0.082096	0.272401	0.185112	0.031092
chr11	2231695	2267205	0.051699	0.140612	0.086870	0.022949
chr11	2261975	2275943	-0.021169	-0.046946	-0.032728	-0.009316
chr11	2267254	2281534	-0.001587	-0.004807	-0.003588	-0.000887
chr11	2275953	2283806	-0.092359	-0.448675	-0.221147	-0.054344
chr11	2282043	2286489	-0.170946	-1.242507	-0.371261	-0.094724
chr11	2283811	2288531	-0.061616	-0.332771	-0.140037	-0.027876
chr11	2286495	2292729	-0.001498	-0.005519	-0.002876	0.002622
chr11	2288545	2294002	0.017579	0.059547	0.032318	0.005437
chr11	2292758	2297282	0.024378	0.082290	0.059464	0.004575
chr11	2294015	2299766	0.058744	0.194864	0.144470	0.023969
chr11	2297291	2301175	0.050189	0.186600	0.111060	0.021544
chr11	2299769	2308500	0.050988	0.196006	0.121576	0.020992
chr11	2301210	2309231	0.004211	0.013807	0.008811	-0.008400
chr11	2308504	2311131	-0.090460	-0.330139	-0.171991	-0.059051
chr11	2309481	2328927	-0.006632	-0.026525	-0.014780	-0.004328
chr11	2311183	2340198	0.013382	0.056270	0.036226	0.002366
chr11	2328950	2341077	0.041503	0.172913	0.112136	0.016405
chr11	2340228	2346436	0.076496	0.283031	0.192000	0.038659
chr11	2341082	2348537	0.032029	0.176264	0.099679	0.020374
chr11	2346438	2359910	0.011459	0.068066	0.033067	0.010281
chr11	2348542	2371556	0.074045	0.070828	0.060420	0.044889
chr11	2359916	2389016	0.159833	0.108654	0.099909	0.083831
chr11	2371616	2403215	0.045902	0.095035	0.075307	0.032563
chr11	2389313	2419756	-0.043065	-0.206891	-0.115917	-0.019205
chr11	2403221	2432891	-0.022581	-0.085364	-0.050757	-0.006477
chr11	2419762	2450311	0.013874	0.037784	0.024154	0.021219
chr11	2433298	2472480	-0.037797	-0.283890	-0.104556	-0.019400
chr11	2450337	2479020	0.021349	0.081476	0.044662	0.006865
chr11	2472502	2485925	-0.126214	-0.286673	-0.098469	-0.049823
chr11	2479648	2488939	-0.196126	-0.729472	-0.130857	-0.089896
chr11	2485998	2491608	0.121523	0.230352	0.098661	0.059205
chr11	2489005	2493958	0.211260	0.302144	0.207318	0.094604
chr11	2491610	2497007	-0.029197	-0.058282	-0.034496	-0.013953
chr11	2493986	2500230	-0.050022	-0.110164	-0.060614	-0.020095
chr11	2497013	2504052	-0.151770	-0.606896	-0.188459	-0.052931
chr11	2500350	2509219	-0.266993	-0.911827	-0.259092	-0.091394
chr11	2504477	2511335	-0.188649	-0.761095	-0.146931	-0.052016
chr11	2509233	2513285	-0.122633	-0.575809	-0.101358	-0.032116
chr11	2511611	2518770	0.044326	0.055551	0.037284	0.014090
chr11	2513900	2529529	0.103729	0.117730	0.099071	0.043696
chr11	2519622	2537777	0.032865	0.049550	0.041481	0.011378
chr11	2529680	2538779	-0.091385	-0.260147	-0.195391	-0.051930
chr11	2537782	2539934	-0.096942	-0.327501	-0.241342	-0.063142
chr11	2538799	2541707	-0.104747	-0.333883	-0.226637	-0.056033
chr11	2540008	2545014	-0.084191	-0.311809	-0.176921	-0.034088
chr11	2541709	2548430	-0.079934	-0.353444	-0.148011	-0.033977
chr11	2545388	2558078	-0.060522	-0.223877	-0.113834	-0.024246
chr11	2548431	2562473	-0.043728	-0.183846	-0.102390	-0.016308
chr11	2558084	2572084	-0.079832	-0.160543	-0.105485	-0.029844
chr11	2562492	2586233	-0.025172	-0.045041	-0.035486	-0.011163
chr11	2572143	2587848	0.011632	0.028801	0.020893	0.002440
chr11	2586273	2592334	0.023667	0.044857	0.030724	0.006910
chr11	2587852	2598157	-0.031568	-0.070491	-0.039500	-0.013724
chr11	2592344	2640136	-0.079758	-0.114258	-0.074038	-0.026227
chr11	2598449	2645501	-0.073307	-0.089403	-0.066175	-0.027649
chr11	2640915	2653772	-0.118922	-0.164777	-0.112658	-0.045659
chr11	2645536	2737502	-0.149454	-0.099640	-0.077382	-0.048067
chr11	2698753	2911017	0.029085	0.017124	0.014512	0.009716
chr11	2737627	2918182	-0.082650	-0.070827	-0.049404	-0.025259
chr11	2912187	2954101	-0.272286	-0.252091	-0.162509	-0.074628
chr11	2918198	2961762	-0.050289	-0.053848	-0.041026	-0.020222
chr11	2954841	2964331	0.064507	0.095422	0.072979	0.029323
chr11	2961780	2971517	0.046592	0.038616	0.031744	0.016272
chr11	2964397	2984655	-0.135390	-0.067375	-0.053521	-0.043827
chr11	2971559	2991528	-0.253997	-0.231265	-0.142961	-0.106148
chr11	2984797	2992386	-0.338615	-1.183035	-0.361849	-0.173726
chr11	2991559	3002076	-0.313890	-0.589560	-0.270160	-0.147943
chr11	2992388	3002858	-0.407403	-2.455252	-0.376096	-0.182359
chr11	3002170	3004201	-0.409865	8.034084	-0.478206	-0.179288
chr11	3003039	3008808	-0.035774	-0.062773	-0.027916	-0.012656
chr11	3004226	3013463	0.408535	0.405514	0.286840	0.091038
chr11	3008920	3017583	0.169173	0.212673	0.145378	0.051743
chr11	3013819	3023683	-0.092962	-0.247348	-0.120303	-0.036794
chr11	3018194	3033832	-0.091807	-0.208796	-0.123865	-0.037694
chr11	3023714	3053881	-0.044431	-0.097776	-0.065375	-0.020355
chr11	3033843	3085991	0.009119	0.009142	0.007485	0.001909
chr11	3053997	3102755	0.091641	0.051200	0.042294	0.026964
chr11	3086790	3113600	0.157058	0.113654	0.076756	0.053019
chr11	3102975	3165430	0.248647	0.202283	0.130377	0.080485
chr11	3113626	3169731	0.119623	0.212298	0.125902	0.045633
chr11	3165502	3170756	-0.031598	-0.117963	-0.054118	-0.015506
chr11	3169759	3172302	-0.030370	-0.062968	-0.033343	-0.015789
chr11	3170772	3216321	0.051405	0.059315	0.039907	0.016235
chr11	3174573	3218644	-0.104046	-0.127432	-0.086423	-0.057828
chr11	3216357	3221195	-0.185019	-0.362657	-0.220666	-0.096693
chr11	3218689	3253417	-0.005251	-0.010980	-0.008443	-0.001996
chr11	3221226	3278873	-0.054212	-0.132579	-0.085759	-0.018264
chr11	3253425	3282262	-0.108627	-0.210403	-0.133644	-0.047142
chr11	3279459	3283440	-0.000027	-0.000046	-0.000035	0.008887
chr11	3282281	3284973	-0.099816	-0.170088	-0.113690	-0.016535
chr11	3283441	3286634	-0.192333	-0.265722	-0.185083	-0.070872
chr11	3285010	3288974	-0.144743	-0.265593	-0.177868	-0.064595
chr11	3286636	3329053	-0.202204	-0.357267	-0.221827	-0.089785
chr11	3289004	3331026	-0.160993	-0.239939	-0.164559	-0.066524
chr11	3329061	3332679	-0.030717	-0.056712	-0.044125	-0.014213
chr11	3331058	3334544	-0.077764	-0.118301	-0.085084	-0.043940
chr11	3333032	3335122	-0.234994	-0.719174	-0.296491	-0.109244
chr11	3334606	3336888	0.051463	0.123661	0.070650	0.021604
chr11	3335150	3347049	0.105063	0.158162	0.114042	0.052683
chr11	3345253	3349134	-0.052147	-0.120610	-0.067082	-0.017443
chr11	3347140	3376672	0.056754	0.127165	0.076701	0.025536
chr11	3349243	3377576	0.000268	0.000748	0.000439	0.005774
chr11	3376810	3383775	0.009416	0.028863	0.017951	0.005477
chr11	3377624	3393765	0.081125	0.118986	0.099599	0.029944
chr11	3383780	3403098	0.056332	0.031528	0.029045	0.015675
chr11	3393899	3414504	0.074083	0.030057	0.028626	0.020484
chr11	3403110	3431185	0.085436	0.020213	0.019087	0.021582
chr11	3414528	3449196	0.134548	0.034602	0.031205	0.041306
chr11	3432493	3568658	0.088615	0.020694	0.018516	0.024335
chr11	3449413	3585141	0.045584	0.007020	0.006457	0.005110
chr11	3568679	3643714	0.058713	0.005635	0.005486	0.005669
chr11	3585167	3738457	-0.024997	-0.002209	-0.002169	-0.005518
chr11	3644168	3940771	-0.094067	-0.009659	-0.009280	-0.033038
chr11	3755136	4023298	-0.098126	-0.009686	-0.009099	-0.023860
chr11	3941583	4235928	-0.016683	-0.001462	-0.001394	-0.002863
chr11	4023609	4248160	-0.096299	-0.011401	-0.010875	-0.017064
chr11	4236421	4276840	-0.191404	-0.036932	-0.033438	-0.046394
chr11	4248771	4288942	-0.107940	-0.024770	-0.021469	-0.018926
chr11	4276864	4300730	0.038668	0.010408	0.009273	0.006772
chr11	4289817	4319398	0.105538	0.024236	0.022630	0.014803
chr11	4300850	4336071	0.018917	0.005067	0.004791	0.002751
chr11	4319557	4373250	0.023152	0.015664	0.014374	0.007099
chr11	4336076	4374559	0.022699	0.049602	0.034080	0.008390
chr11	4373272	4378108	0.042478	0.082073	0.056419	0.014339
chr11	4374732	4379547	0.115231	0.175379	0.124974	0.036228
chr11	4378139	4382993	0.059333	0.108058	0.063270	0.017630
chr11	4379550	4384471	0.018955	0.041743	0.024836	0.011165
chr11	4383052	4385814	-0.080281	-0.199352	-0.112127	-0.027356
chr11	4384620	4405622	-0.043053	-0.079252	-0.055734	-0.023576
chr11	4385826	4595397	0.139847	0.202504	0.162344	0.067969
chr11	4476790	4607440	0.300242	0.277546	0.175376	0.093147
chr11	4595402	4621549	0.402590	0.302250	0.202936	0.129289
chr11	4607545	4628671	0.384290	0.390124	0.287466	0.169097
chr11	4622005	4638194	0.371471	0.311024	0.225294	0.154952
chr11	4628798	4658819	0.247166	0.099047	0.084460	0.104017
chr11	4638230	4674111	0.015563	0.003890	0.003598	0.003856
chr11	4659166	4740908	-0.151120	-0.018554	-0.017722	-0.022867
chr11	4674163	4742413	0.095287	0.024291	0.022671	0.024226
chr11	4740912	4746155	0.110527	0.083418	0.073035	0.038041
chr11	4742514	4770521	0.013655	0.006252	0.005477	0.004138
chr11	4746481	4856424	-0.101673	-0.008624	-0.007975	-0.012160
chr11	4770679	4875133	-0.045918	-0.003483	-0.003299	-0.009246
chr11	4859465	4904235	0.041992	0.003604	0.003499	0.005620
chr11	4875139	4909825	-0.064430	-0.012496	-0.011823	-0.013340
chr11	4904236	4955092	-0.005520	-0.001285	-0.001225	-0.001173
chr11	4909866	5205460	0.015424	0.002310	0.002209	0.004224
chr11	5077231	5267666	0.027014	0.007996	0.007266	0.005747
chr11	5206858	5280957	0.116356	0.054259	0.049306	0.031029
chr11	5268895	5294837	-0.005304	-0.003288	-0.002728	-0.002456
chr11	5281203	5387115	-0.010522	-0.001508	-0.001394	-0.000253
chr11	5295142	5434921	-0.006506	-0.000553	-0.000525	0.001095
chr11	5387282	5449534	-0.021636	-0.003282	-0.003052	-0.004992
chr11	5434939	5528017	0.036467	0.003429	0.003243	0.008441
chr11	5451864	5608694	0.026217	0.002010	0.001927	0.010209
chr11	5530784	5622969	0.019411	0.002121	0.001996	0.005197
chr11	5608718	5671199	0.023133	0.011545	0.008507	0.003227
chr11	5623096	5686437	0.159440	0.029632	0.026395	0.026055
chr11	5671207	5746493	0.153419	0.006056	0.005763	0.015836
chr11	5686494	5828186	0.044696	0.001570	0.001507	0.007729
chr11	5746976	5922645	0.022963	0.000902	0.000861	0.005084
chr11	5829442	5931577	0.045503	0.005793	0.005440	0.011595
chr11	5922730	5975250	0.044616	0.017363	0.015755	0.018738
chr11	5931663	5991980	-0.035854	-0.005212	-0.004933	-0.007534
chr11	5976306	6017024	-0.444552	-0.021439	-0.019671	-0.028842
chr11	5992156	6060726	-0.194089	-0.006977	-0.006282	-0.008591
chr11	6018797	6089894	0.123194	0.012775	0.011676	0.019726
chr11	6061191	6096603	0.232385	0.079440	0.069523	0.154920
chr11	6089897	6320427	0.142828	0.013896	0.013247	0.112399
chr11	6097354	6542901	-0.130821	-0.004476	-0.004368	-0.102016
chr11	6320437	6729108	-0.092382	-0.002249	-0.002180	-0.050402
chr11	6553105	6820541	0.033292	0.001145	0.001094	0.018865
chr11	6729787	7033769	0.069818	0.003197	0.003064	0.021291
chr11	6820962	7077061	-0.006288	-0.000433	-0.000412	-0.003104
chr11	7033788	7087308	0.183716	0.037022	0.034611	0.033278
chr11	7080251	7155920	0.264614	0.042874	0.039615	0.047702
chr11	7088925	7184048	-0.117158	-0.012562	-0.011471	-0.003550
chr11	7157182	7196284	-0.294829	-0.030884	-0.028206	-0.014083
chr11	7184253	7219391	-0.212773	-0.030396	-0.027691	-0.014931
chr11	7202675	7248243	-0.086716	-0.009094	-0.008547	-0.006844
chr11	7222632	7289246	-0.008318	-0.000469	-0.000452	-0.000449
chr11	7252109	7345404	0.018471	0.001325	0.001294	0.002755
chr11	7292859	7358694	-0.108969	-0.009458	-0.009167	-0.013183
chr11	7345705	7370078	-0.519281	-0.048566	-0.045291	-0.030862
chr11	7359159	7379880	-0.424866	-0.046334	-0.043262	-0.028437
chr11	7370944	7413161	-0.120372	-0.014261	-0.013655	-0.015251
chr11	7379896	7449941	-0.072330	-0.009126	-0.008734	-0.028228
chr11	7414390	7490080	-0.114053	-0.016027	-0.015062	-0.032946
chr11	7458447	7499430	0.007997	0.001330	0.001254	0.001325
chr11	7490629	7515292	0.048346	0.009650	0.009283	0.008801
chr11	7499797	7571612	-0.001234	-0.000190	-0.000182	-0.001009
chr11	7515305	7727409	0.010868	0.000322	0.000317	0.000994
chr11	7572947	8018717	0.058303	0.001029	0.000990	0.028210
chr11	7727426	8093113	0.187272	0.009622	0.008960	0.121451
chr11	8020811	8158052	0.195859	0.040643	0.035526	0.090406
chr11	8093505	8165047	0.086688	0.013298	0.012195	0.030271
chr11	8164455	8338677	0.189152	0.014787	0.014015	0.073173
chr11	8165063	8359950	0.229124	0.016462	0.015593	0.090380
chr11	8340249	8400945	0.156456	0.060819	0.053936	0.048199
chr11	8361116	8403468	0.039101	0.046245	0.039439	0.016237
chr11	8400947	8459970	0.038972	0.010591	0.009786	0.012189
chr11	8403478	8489676	0.041544	0.004166	0.003763	0.004039
chr11	8466598	8512469	-0.082275	-0.021472	-0.017635	-0.021258
chr11	8492163	8522537	-0.041796	-0.021726	-0.016424	-0.009590
chr11	8513368	8529382	0.087940	0.088768	0.060029	0.020340
chr11	8522754	8591962	0.185921	0.025349	0.024432	0.054706
chr11	8529923	8713944	0.104273	0.008831	0.008242	0.040144
chr11	8595325	9045039	-0.263707	-0.020933	-0.019391	-0.171511
chr11	8717337	9165578	-0.428551	-0.024214	-0.022835	-0.156463
chr11	9084847	9210889	0.055090	0.002140	0.002050	0.004478
chr11	9165581	9211953	0.038180	0.008386	0.008058	0.006783
chr11	9210906	9217613	0.020479	0.020640	0.019141	0.005281
chr11	9216704	9230186	0.001366	0.001865	0.001651	0.000773
chr11	9217707	9243979	-0.020073	-0.028456	-0.023869	-0.005329
chr11	9230188	9348717	0.019648	0.001827	0.001779	0.003684
chr11	9244812	9374209	0.036705	0.001951	0.001833	0.004106
chr11	9349165	9389372	-0.019229	-0.003880	-0.003292	-0.002646
chr11	9374574	9430173	-0.011983	-0.001670	-0.001529	-0.001822
chr11	9389669	9440024	0.017843	0.003044	0.002685	0.001465
chr11	9434471	9481852	0.138332	0.015901	0.014974	0.012555
chr11	9440025	9578913	0.069493	0.003240	0.003062	0.007441
chr11	9483671	9665250	-0.127279	-0.007011	-0.006630	-0.020037
chr11	9584495	9720951	-0.118404	-0.007612	-0.007273	-0.018526
chr11	9669949	9734665	-0.046579	-0.004871	-0.004525	-0.005766
chr11	9721188	9741138	0.327442	0.116649	0.103206	0.052623
chr11	9734679	9828129	0.445272	0.038044	0.037017	0.041678
chr11	9751187	9848880	0.038522	0.003044	0.002895	0.002573
chr11	9828569	9855759	0.038638	0.013693	0.012059	0.007397
chr11	9848923	9857711	0.055118	0.066088	0.062596	0.021008
chr11	9855789	9860453	-0.019306	-0.039392	-0.034291	-0.008684
chr11	9857801	9873511	0.019493	0.015172	0.012268	0.006324
chr11	9861091	9909233	0.157801	0.035906	0.032993	0.047137
chr11	9873599	9969836	0.263903	0.023810	0.023066	0.073791
chr11	9909923	10039780	0.067751	0.004557	0.004353	0.010525
chr11	9971129	10177314	-0.138697	-0.009381	-0.008750	-0.013870
chr11	10103748	10212259	-0.192494	-0.034418	-0.030864	-0.033913
chr11	10182377	10220584	0.031595	0.030404	0.023138	0.011204
chr11	10214816	10236699	0.042384	0.061327	0.042394	0.015981
chr11	10220586	10256785	-0.160203	-0.297677	-0.167368	-0.054335
chr11	10236952	10259215	-0.185070	-0.577187	-0.285642	-0.079622
chr11	10257123	10263032	-0.175213	-0.389402	-0.249784	-0.094187
chr11	10259361	10301227	-0.167267	-0.100018	-0.079866	-0.051451
chr11	10264827	10345236	0.007448	0.001746	0.001580	0.001231
chr11	10301344	10378586	0.033290	0.008382	0.007629	0.005638
chr11	10345270	10404372	-0.011038	-0.002877	-0.002479	-0.001505
chr11	10378665	10548349	0.054620	0.005862	0.005522	0.009509
chr11	10404697	10607184	0.020365	0.001309	0.001257	0.004039
chr11	10551290	10739263	-0.175392	-0.017622	-0.016732	-0.031352
chr11	10611567	10775975	-0.181865	-0.019599	-0.018638	-0.024280
chr11	10740050	10848127	-0.094955	-0.005531	-0.005304	-0.007402
chr11	10776466	10965920	-0.183670	-0.004966	-0.004714	-0.012181
chr11	10864334	11035346	-0.194742	-0.004038	-0.003779	-0.013104
chr11	10966867	11118958	-0.463011	-0.018994	-0.017841	-0.076596
chr11	11035535	11149115	-0.313623	-0.022257	-0.021102	-0.081997
chr11	11119272	11150001	-0.020152	-0.004559	-0.003956	-0.013236
chr11	11149223	11161904	-0.015140	-0.027917	-0.013302	-0.017651
chr11	11150039	11312429	-0.004282	-0.000171	-0.000166	-0.004269
chr11	11163237	11393087	-0.038464	-0.000549	-0.000538	-0.004151
chr11	11313295	11470239	0.032841	0.001367	0.001317	0.004668
chr11	11393749	11516585	-0.062605	-0.009140	-0.008602	-0.016524
chr11	11470649	11557978	0.025574	0.015528	0.012940	0.007497
chr11	11516763	11625827	0.237628	0.153114	0.132351	0.056860
chr11	11558001	11728554	0.081821	0.020928	0.019755	0.017884
chr11	11635216	11766933	-0.036752	-0.007486	-0.007038	-0.007850
chr11	11728660	11784531	-0.052698	-0.029340	-0.024665	-0.005024
chr11	11766934	11813839	-0.028597	-0.019462	-0.016693	0.000657
chr11	11786579	11955742	0.051109	0.006037	0.005782	0.005731
chr11	11814314	11987241	0.143208	0.011498	0.010897	0.015304
chr11	11956806	12007574	0.130795	0.014204	0.013245	0.011601
chr11	11987654	12050452	-0.191267	-0.041419	-0.036136	-0.025569
chr11	12007803	12117535	-0.173666	-0.035901	-0.031281	-0.025062
chr11	12050457	12160670	0.006056	0.000736	0.000700	0.002627
chr11	12122633	12238584	-0.001774	-0.000171	-0.000166	-0.000304
chr11	12160846	12299441	-0.046608	-0.007041	-0.006579	-0.009635
chr11	12239710	12304302	-0.205530	-0.115696	-0.094194	-0.094381
chr11	12299820	12308966	-0.314770	-0.401852	-0.274995	-0.257683
chr11	12304527	12323129	-0.264049	-0.446003	-0.286683	-0.185925
chr11	12309056	12342673	-0.140145	-0.141970	-0.114885	-0.050936
chr11	12328153	12349323	-0.014734	-0.009081	-0.008670	-0.002904
chr11	12343008	12362791	0.017542	0.009294	0.008910	0.002732
chr11	12349636	12373180	0.022744	0.007325	0.006847	0.002354
chr11	12362937	12387324	0.000364	0.000068	0.000061	0.000027
chr11	12373688	12427056	0.004735	0.000822	0.000742	0.000514
chr11	12389652	12462077	-0.026685	-0.005014	-0.004486	-0.003584
chr11	12427094	12496772	-0.072426	-0.012852	-0.011497	-0.011547
chr11	12462525	12539899	-0.041335	-0.008699	-0.007947	-0.007335
chr11	12498720	12573896	-0.058586	-0.014649	-0.013370	-0.012120
chr11	12543838	12626754	-0.039000	-0.006422	-0.005888	-0.009517
chr11	12574217	12655752	0.035526	0.004614	0.004348	0.007261
chr11	12626831	12732977	-0.001273	-0.000089	-0.000086	-0.000199
chr11	12656285	12818265	0.059575	0.001790	0.001749	0.006151
chr11	12734116	12856688	0.163267	0.004507	0.004416	0.012901
chr11	12820359	12930813	-0.101106	-0.004720	-0.004317	-0.005908
chr11	12859438	12983888	-0.044057	-0.002839	-0.002600	-0.003095
chr11	12933685	13101926	0.024026	0.002907	0.002732	0.002785
chr11	12984472	13169733	-0.018041	-0.000999	-0.000950	-0.001592
chr11	13104672	13250378	-0.014558	-0.000416	-0.000403	-0.001382
chr11	13169899	13382134	0.184580	0.008906	0.008639	0.023529
chr11	13250540	13460416	0.223809	0.006844	0.006701	0.023524
chr11	13390749	13493187	0.046136	0.001815	0.001760	0.010026
chr11	13463302	13539016	0.156781	0.014974	0.014259	0.027067
chr11	13493515	13628627	0.014682	0.000936	0.000900	0.001824
chr11	13539017	13758508	-0.095890	-0.008792	-0.008296	-0.015511
chr11	13634119	13772725	0.158965	0.062954	0.056033	0.051583
chr11	13758755	13784406	0.252355	0.188385	0.164080	0.111839
chr11	13772764	13798770	0.153135	0.049261	0.043747	0.049673
chr11	13784541	13826698	-0.043957	-0.007130	-0.006622	-0.009207
chr11	13799589	13853402	0.007174	0.001799	0.001686	0.001803
chr11	13827451	13872453	-0.053143	-0.006720	-0.006132	-0.004161
chr11	13853716	13877345	0.060210	0.006328	0.005460	0.003077
chr11	13872553	13891330	-0.181130	-0.091296	-0.062622	-0.025978
chr11	13877370	13935347	-0.188353	-0.042391	-0.036145	-0.047025
chr11	13892414	13971313	-0.004296	-0.000483	-0.000430	-0.002048
chr11	13937004	13995603	-0.029032	-0.006611	-0.005819	-0.006900
chr11	13971880	14022017	0.017722	0.003709	0.003522	0.003721
chr11	13998531	14030216	0.106880	0.014528	0.013762	0.014431
chr11	14023361	14057401	-0.029565	-0.005722	-0.004949	-0.004786
chr11	14032671	14074615	-0.135827	-0.035380	-0.029973	-0.032784
chr11	14057435	14107549	-0.043767	-0.011477	-0.010176	-0.011719
